tweet_text,cyberbullying_type
Many people claiming slippery slope is now absolute are same ones who said slippery slope is an argument for the paranoid delusional. #tcot,Non-offensive
Marcus Smart belongs on the Celtics. Both trash. It was destiny.,Non-offensive
"Mark Teixeira finally stepping up, HR and couple of BBs #Yankees",Non-offensive
"Mata'i ngeli, alu o polosi ho nifo..",Non-offensive
"May the bird of paradise fly up your nose.
May an elephant caress you with his toes.
May your wife have runners u&#8230; http://t.co/h6e278e85s",Non-offensive
"Maybe @barackobama is colored blind with his 'red lines' and all. Tough talk, no walk. #tcot",Non-offensive
Maybe I don't feel too great because I only got 3hrs of sleep. Surely it's not last nights boxes of cookies &amp; crackers dinner! &#128055; &#128534; #chunk,Non-offensive
"McCann, although not having the greatest of seasons, would be a step up from Russel Martin. McCann or Carlos Ruiz #MLB #Yankees",Non-offensive
McDonald's is hella trash to me now,Non-offensive
Me &amp; hubby relaxing from the studio for a lil...then headed str8 to my honey doo wop wops bday bash Kristen... http://t.co/FOnJOFdzJC,Non-offensive
Me and this song bird sang in the same HS gospel choir!! http://t.co/aJ5HwhpRwc,Non-offensive
Me gusta pollo so espa&#241;ol that. Lol. &#127831;,Non-offensive
"Me: downloads flappy bird*
Sierra: ""welp there goes school""",Non-offensive
Meatloaf cream potatoes deer steak and gravy pinto beans and cornbread pear cobbler n bread pudding @ FHC,Non-offensive
"Meet India&#8217;s amazing, death-defying monkey king &#8594; http://t.co/dGcmLFSIrh http://t.co/VYw3FsWwdv",Non-offensive
Memorial Weekend early bird wine walk price is still available! We have 21 participating locations http://t.co/bBYoTneeBn,Non-offensive
Mentions probably look like a septic tank. RT @BillCosby: Go ahead. Meme me! http://t.co/2QttvwWICy #CosbyMeme http://t.co/72IMb6Rfzn,Non-offensive
Met a woman who was trying to feed a crow a Brazil nut,Non-offensive
Mi caldito de pollo estuvo incredible!! Ahora a snuggle con mi snuggie y mi hubby... Queeee riiikkooo...,Non-offensive
Miami's run defense is Alex Smith trash.,Non-offensive
Mint Oreos &gt;&gt;&gt;,Non-offensive
Mississippi state fans are the best to just mock. It's so easy. Poor state. It's hard getting wins against top 25 opponents. #FailState,Non-offensive
Mitt Romney hates big bird. Fascist.,Non-offensive
"Molly and Ellie need the teas, so #CafeShaw bound I go. Everyone else is off to Amsterdam I couldn't get time off so hey ho 8-)",Non-offensive
Mommy said no pussy cats inside my dawgs house,Non-offensive
Money hungry hoes they can never get a crumb,Non-offensive
Monkey see monkey do really Abu,Non-offensive
Monkey see monkey doo,Non-offensive
"Moral to the story: If you like the Yanks, I'll pretty much do anything you tell me to do.",Non-offensive
Morning terror read: 99% of the ocean's trash is gone and no one knows where it went &#8594; http://t.co/CwC2LWCV3T,Non-offensive
Morning trash http://t.co/xba6WWVO7m,Non-offensive
Mother Nature hates the Yankees and baseball,Non-offensive
"Mr President &amp; homeland security, please ignore any foreign threats and focus your sole attention on our police force #ACAB #LANDOFTHEFREE",Non-offensive
Munching on ww crackers &amp; studying NYCs trans syst. Since NYC &amp; I haven't had a thing in over 15 yrs #clubinsomnia #vacay,Non-offensive
Muzzled pit bull with throat slit found on side of road in PA http://t.co/fis8QNvlXu via @examinercom HIDEOUS ABUSE THROAT SLIT LEFT TO DIE,Non-offensive
"My Hawaiian thought of the day, No Aloha for muzzie pigs, EVER!",Non-offensive
"My Oriental Gallery Blog: The New Land of Free Enterprise http://t,co/pz55t90Z",Non-offensive
My Twitter app is poo trash.,Non-offensive
"My arguement with she's the baddest white girl is ""she's trash"".Her argurment with she's trash is ""But she's paid""....",Non-offensive
My auto correct makes me sound so FOB,Non-offensive
My baby boy asleep with my monkey that I had since I was little! I love my son so much! http://t.co/ioSARfS3rO,Non-offensive
My baby guinea pig is so cute #Adorable,Non-offensive
My best friend says I don't need to be in love right now .... he thinks its too soon to love monkey....,Non-offensive
My bf @iamthedannibal loves crows. Thought he might enjoy the last tweet!,Non-offensive
My bird got a headache &#128527;&#128530;,Non-offensive
My black queen dreading my hairs.Thank you Most High for this Moor Queen I asked you for.I want to BE BEtter with her http://t.co/iFmRPJGyIC,Non-offensive
"My doctors office is retarded, ""we noticed you put in a prescription order, so we canceled it. Give us a call if you need a refill, thanks!""",Non-offensive
My favorite DC restaurant is Charlie Palmers. @Sweet_Me_Lissa @sassylibrarian1 @taotao_salupa @tingtingbabyyyy,Non-offensive
My flow retarded &#128526;,Non-offensive
My goal for soccer this year is to get a yellow card every game,Non-offensive
My grandma threw out all of my raps. Ones I made from 7th grade to now. I'm literally crying. Thats all my work in the trash. &#128530;&#128532;&#128547;&#128546;&#128557;&#128560;&#128545;&#128548;&#128544;&#128127;&#128122;&#128589;,Non-offensive
My hair is trash. I need to put a masque on it.. But that takes so much energy that I don't have.,Non-offensive
"My head too big for snapbacks&#128553;&#128532; &#128557;&#128557;&#128557;, I like beanies better anyway&#128076;",Non-offensive
My mama made me some brownies they was everything &#128553;,Non-offensive
"My manager @7FLyy new brand | PRE - ORDER NOW w/
 (404) 394-1570&#160;&#160;--&gt; @sevenflyy ""Red Lust"" &amp; ""Cherry White"" beanies http://t.co/LxjMBCTgJj",Non-offensive
My mom didn't buy me Oreos she doesn't love me,Non-offensive
My mom wants to buy a zebra like for reals,Non-offensive
My nephew albino albinos have astigmatisms eye spasms partial blindness its not their faults,Non-offensive
My nicca @Elijahfnbaby swear he can see me in madden lol,Non-offensive
My nicca Drake gear game is all bad lol,Non-offensive
My nig kkeldalegend took me out for some more of that good old New Orleans soul food! http://t.co/vCBKAcQBHV,Non-offensive
My nips are cold &#128563;,Non-offensive
My nudes are trash.....,Non-offensive
My phone on 10% fml I still gotta get to the yellow sign lol #motivation lol btw I zoomed in 2x lol http://t.co/LayVBieIML,Non-offensive
My pits be stankin from doin dem flows. Is hard on a ol colored body in da heat. Dem white women be pushy when day want dare flows fixed,Non-offensive
My shift won't be over no time so in the mean time im doing what I have to go to get by. And if it means tweeting trash I will,Non-offensive
My sister told me that I look like a bird. While my past told me that I look like an alien.,Non-offensive
"My son is 9 and still has issues tying his shoes because he's barefoot all the time, in case you wanted to know my hillbilly status.",Non-offensive
"My teacher always says ""Has a man ever abused his wife while using marijuana? Not unless she hides the Oreo cookies then she deserves it.""",Non-offensive
"NBA, handle your zebras.",Non-offensive
NEVERMIND I FOUND THEM. ...in the trash...,Non-offensive
"NEW Nashville Noise! @LukeBryanOnline loves burgers, @DierksBentley honky tonks, and @ChrisYoungMusic grabs a pizza. http://t.co/sCCDyhE6EY",Non-offensive
NFC South is trash juice,Non-offensive
NJ-Sole Sole Sauce! Get those soles icy again! http://t.co/kL5KBdIBkh,Non-offensive
"NYC Media last week: LOL, look at the flyover peckerwoods freaking out.

NYC Media now: BRING OUT YOUR DEAD.",Non-offensive
Nah Electric Fairy Tale seems cool but I'd rather buy some drugs with that money,Non-offensive
Nah. ITS OVER&gt; People don't tell #artists what do to. That's defies the definition of what WE ARE TRYING TO SHOW #youpeople. #retards #game7,Non-offensive
National Review calls #gay marriage 'lawlessness' http://t.co/QpTreDa6yv #oregon #tcot #gop #NOM #lol #teabaggers,Non-offensive
Nature's majesty is beautiful! *melts butter* RT @AP: PHOTO: Rare blue-colored red king crab caught in Alaska waters: http://t.co/Ia5kFoU2B3,Non-offensive
"Never seen a tinted yellow tongue before. 

She just ate a lemon jolly rancher?",Non-offensive
Never seen purple bird poop until today lol http://t.co/4Psdx11Uu1,Non-offensive
Never turned my back on the birds,Non-offensive
New @TimbersFC jersey should be yellow with a green chevron stripe like charlie brown's jersey,Non-offensive
"New show announced in Lutsen, MN at Papa Charlies on December 11, 2010 http://artistdata.com/a/2oy4",Non-offensive
"New show announced in Lutsen, MN at Papa Charlies on January 29, 2011 http://artistdata.com/a/33ck",Non-offensive
New test makes your poop neon colored if you have colon cancer &#8594; http://t.co/GiGzo0ntpD,Non-offensive
Next time you leave magic trash in my jacket try not to have your initials written on them. @whatupag http://t.co/tFV1cZtr,Non-offensive
"Nicholas Rushlow, wearing lucky yellow shirt, nails ""theophylline"" - ""bitter crystalline compound extracted from tea leaves"" #spellingbee",Non-offensive
Nike DC is trash.,Non-offensive
Nipple banana monkey!,Non-offensive
No cuz redskins are dumpster juice RT @trackinBlackKev: game of the week. still the best rivalry in sports,Non-offensive
No girls no hoes just me myself and I,Non-offensive
No more speculation. No more mock drafts. It's finally Draft Day. #BortlesKombat #StormWarning #BuiltByUCF #ChargeOn,Non-offensive
"No one has even eaten a Twinkie in, like, decades.",Non-offensive
Noap. Not taking them. RT @TiffNCompany: Maca root pills making my vagina do the wop,Non-offensive
Nobody gives me a trophy cause I'm old and colored #FavStarTweets&#160;,Non-offensive
Nope! It's just yellow OTL,Non-offensive
Norwalk ghetto af lol all of a sudden everyone a dodger and raider fan,Non-offensive
Nose goes on taking out the trash this time. &#128586; @caitnicole3 @CiCi_Phi,Non-offensive
Not a word on Jihadi stream about the Kurdish female suicide bomber in Kobane. That story undermines their mythology on several levels.,Non-offensive
Not allowed to play flappy bird around grandma because she swears at me to stop swearing lol,Non-offensive
Not really sure how to describe what's happening here #eurotrash @mguiducci @nickbrown85 @ VIP Room http://t.co/WTS6nM3egc,Non-offensive
"Not sure why #teabaggers would care about Nelson Mandela, being that he's one of 'them' if you know what I mean. #teaparty #tcot",Non-offensive
"Not that I plan on dying soon, but I'm totally going to write Kenobi in as my sole heir. He's the only thing locally (under 94) I can trust",Non-offensive
"Not ya grandma brownies, wink wink http://t.co/pZPI8RUQ4F",Non-offensive
"Note the rocketeer removes cardboard from launcher and carries it to a trash bin before fleeing.
#TidyTerrorist

http://t.co/sb3U1XpeG4",Non-offensive
"Note: Khorasan is the old Arabic name for parts of Iran, Afghanistan. Not an invention of modern Jihadis. #justsayin",Non-offensive
Nothing good on TV and the @Yankees are eating their balls 3 innings in. Great.,Non-offensive
Nothing more yokel MSU fan than to constantly reassess Izzo *aka our only consistent winner since D. Daugherty or Biggie flipping Munn*,Non-offensive
"Nothing says teabagger like a millionaire complaining that they are broke, huh #HillaryClinton? #Hillary2016, give me a break, lol. #p2",Non-offensive
Now I am seeing chatter among Jihadi fans taking credit for an alledged kidnapping of a Frenchman in #Algeria #France,Non-offensive
Now I'm gook boy shawty http://t.co/LAAaHsTYeB,Non-offensive
Now I'm listening to lil spook getting the good kinda sad Imma be single this fall I know you'll getting annoyed with me on your TL but aye,Non-offensive
Now infuriated Jihadis are putting out murder requests on #Saudi fighter pilots who participated in the bombings in #Syria #ISIS,Non-offensive
"Now, the Jihadi networks waking up &amp; claiming #Raqqa radio &#8220;confirmed&#8221; two planes shot down &amp; 1 pilot captured. #ISIS #Syria",Non-offensive
OH NO @morningmika are you saying the Democrats lost the #teabagger vote? LMAO bobble head #morningjoe,Non-offensive
Obama mocked the special Olympics Wendy Davis mocks the handicapped do ya see a pattern? Democrats #tcot #UniteBlue,Non-offensive
Obama&#8217;s Newly Released Gitmo Jihadi Has Links To Terrorists In Syria http://t.co/MywaAFD1yB #tcot #pjnet,Non-offensive
Obama's Hellfire missiles tend to vaporize Jihadis @BemetOr8 @PureMonotheist #UniteBlue,Non-offensive
"Och hoe wonderbaarlijk dat Jan het alweer met n Marokkaanse BNer aan de stok heeft. Na Fatima, Lamyea, Tofik, nu ook Abdelka te min gevonden",Non-offensive
